recordist,date,time,location,longitude,latitude,elevation,climate
Alexander Lees,2010-08-13,05:54,"Paragominas, PA, Brazil, Bacia 235",-47.3167,-3.0975,?,tropical
Alexander Lees,2010-12-13,06:10,"Floresta Nacional do Tapajós, Bacia 165, Santarem, Para ",-54.997,-2.7539999999999996,?,tropical
Antonio Silveira,1991-03-00,7pm,"Itapecerica da Serra,SP, Brazil",-46.871,-23.785999999999998,900,subtropical
Antonio Silveira,2004-10-01,morning,Serra do Mar State Park. Cunha,-45.028,-23.267,1.100,tropical
Antonio Silveira,2013-08-23,17:00,"São Francisco Xavier, São José dos Campos,São Paulo state, Brazil",-45.994,-22.898000000000003,1300,tropical
Bob Planqué,2005-11-23,6:05,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Christian B. Andretti,2011-08-26,06:00,Almeirim/Pará,-52.653,-1.095,80,tropical
Eduardo Patrial,2009-07-21,18:05,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,?,subtropical
Eric DeFonso,2011-09-26,05:15,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Evair Legal,2010-01-19,06:00,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.02,-27.25800000000001,500,subtropical
Evair Legal,2010-06-13,14:30,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.02,-27.25800000000001,880,subtropical
GABRIEL LEITE,2011-06-22,09:30,"Sao Jose dos Campos, state of Sao Paulo",-46.0328,-23.0401,700,tropical
GABRIEL LEITE,2012-12-11,06:00,"Itaituba, Para",-56.3338,-4.5778,70,tropical
Herman van Oosten,2010-08-25,07:36,"Pedra de Baú, Campos do Jordao, SP",-45.6501,-22.6834,1700,tropical
Jeremy Minns,1997-03-29,08:00,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Jeremy Minns,1998-06-27,08:15,Itatiaia National Park. Rio Maromba valley,-44.6667,-22.4001,1300,tropical
Jeremy Minns,1999-09-25,09:07,Reserva Extrativista Alto Juruá. Lago Acuriá,-72.722,-9.0106,225,tropical
Jeremy Minns,2001-03-14,13:29,Conceicao de Ibitipoca,-43.8834,-21.7001,1200,tropical
Jeremy Minns,2005-10-29,17:24,Serra dos Carajás. Road to dam at iron mine,-50.1501,-6.1001,640,tropical
Josh Engel,2013-07-15,06:00,Reserva Biologica do Gurupi,-46.8045,-3.8141,190,tropical
Juha Honkala,2011-11-06,12.00,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Marcos Melo,2009-04-20,09:20,"APA Capivari Monos, São Paulo, SP",-46.650334,-23.955667000000002,780,subtropical
Marcus Braun,2012-05-12,17:48,"São Desiderio, west Bahia",-44.9733,-12.3633,500,tropical
Marcus Braun,2012-05-12,17:50,"São Desiderio, west Bahia",-44.9733,-12.3633,500,tropical
Noé Eiterer,2012-01-06,06:00,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Raphael Eduardo F. Santos,2006-04-05,19:15,"Araucarias National Park, Passos Maia, Santa Catarina",-51.957436,-26.820394,800,subtropical
Ricardo Gagliardi,2007-01-15,19:15,Vargem Grande - Teresópolis - RJ,-42.8751,-22.3751,900,tropical
Robson Silva e Silva,2012-11-26,07:30,"Intervales State Park, Guapiara,São Paulo State,Brazil",-48.351000000000006,-24.291,850,subtropical
Rodrigo Dela Rosa,2013-09-23,17:30,"Paraibuna, São Paulo",-45.5474,-23.5797,800,subtropical
Sidnei Dantas,2008-08-08,06:30,"Serra dos Carajás, PA",-50.3459,-6.1603,100,tropical
Sidnei Dantas,2008-08-29,06:30,"Novo Progresso, state of Pará ",-55.4834,-7.1501,100,tropical
Weber Girão,2006-12-31,?,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,650,tropical
William Zaca,2012-08-20,08:31,"Atibaia, SP",-46.5834,-23.2001,900,tropical
Cláudio Dias Timm,2009-04-17,?,"Campus UFPel, Capão do Leão, Rio Grande do Sul",-52.4167,-31.8001,17,subtropical
Eric DeFonso,2011-09-03,15:11,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Glauco Alves Pereira,2003-05-17,06:00,"Fazenda Nova, Brejo da Madre de Deus, Pernambuco",-36.362858,-8.140295,627,tropical
Glauco Alves Pereira,2005-12-24,12:00,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,360,tropical
Jeremy Minns,1999-12-18,18:27,"Mocambinho, MG",-44.01,-15.1334,550,tropical
Jeremy Minns,2002-02-10,08:23,"Januária, Minas Gerais",-44.3667,-15.4667,554,tropical
Jeremy Minns,2004-08-28,09:23,Barra do Quaraí,-57.4501,-30.1834,50,subtropical
Rafael Antunes Dias,2011-10-06,12:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.261,-32.111,8,subtropical
Rafael Antunes Dias,2011-10-16,8:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.423,-32.305,9,subtropical
Renan Campos de Oliveira,2010-05-18,10:55,Pantanal do Miranda - MS,-57.012,-19.5512,100,tropical
Adrian Eisen Rupp,2009-06-12,?,"Ribeirão Quati, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.2181,-27.0423,600,subtropical
Antonio Silveira,2012-02-02,5pm,"São Francisco Xavier, São José dos Campos,São Paulo state, Brazil",-45.994,-22.898000000000003,1.400,tropical
Bernabe Lopez-Lanus,0000-00-00,?,"Itatiaia NP, Tres Picos trail, RJ",-44.6001,-22.4167,?,tropical
Evair Legal,2010-02-01,12:05,"Angelina, Santa Catarina",-49.01,-27.5667,590,subtropical
Evair Legal,2010-02-01,12:07,"Angelina, Santa Catarina",-49.01,-27.5667,590,subtropical
Glauco Kohler,2012-12-30,09:30,"Vidal Ramos, Santa Catarina",-49.336999999999996,-27.366999999999997,400,subtropical
Gustavo S Cabanne & Frank Rheindt,2006-07-26,10:00,"Itatiaia NP, Tres Picos trail, RJ",-44.6001,-22.4167,1200,tropical
Jeremy Minns,1998-06-28,08:36,Itatiaia National Park. Rio Maromba valley,-44.6667,-22.4001,1500,tropical
Jeremy Minns,2001-03-13,09:24,Teresopolis. Alto da Posse,-42.9834,-22.4167,1300,tropical
Jeremy Minns,2003-02-12,08:34,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Nick Athanas,2005-05-24,09:30,"Itatiaia NP, RJ",-44.63,-22.38,1150,tropical
Nick Athanas,2005-05-24,09:30,"Itatiaia NP, RJ",-44.63,-22.38,1150,tropical
Nick Athanas,2005-05-24,09:30,"Itatiaia NP, RJ",-44.63,-22.38,1150,tropical
Renan Campos de Oliveira,2009-06-23,9:30,"Parque Estadual Mata dos Godoy, Londrina, Parana",-51.2334,-23.4501,600,subtropical
Ricardo Gagliardi,2007-03-07,08:30,"Itatiaia NP, Tres Picos trail, RJ",-44.6001,-22.4167,1000,tropical
Ricardo Gagliardi,2007-03-07,08:45,"Itatiaia NP, Tres Picos trail, RJ",-44.6001,-22.4167,1000,tropical
Rolf A. de By,1998-12-07,11:05,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,?,tropical
Adrian Eisen Rupp,2008-08-05,?,"Braço Paula Ramos, between Luiz Alves and Massaranduba, Santa Catarina",-49.0237,-26.7556,330,subtropical
Adrian Eisen Rupp,2010-01-15,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,440,subtropical
Alexander Lees,2007-12-08,09:00,"right bank medio Rio Jurua, near Bauana",-67.28,-5.422999999999999,?,tropical
Alexander Lees,2010-10-31,11.23,"Paragominas, PA, Brazil, near Bacia 245",-46.63399999999999,-2.844,?,tropical
Alexandre Bianco,2012-09-08,09:30,"Itatiaia, Rio de Janeiro",-44.6069,-22.4252,1500,tropical
Bob Planqué,2005-11-22,16:40,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Bruno Castelo Branco Damiani,2010-05-22,11:25,"Forest of São José dos Dourados river, Meridiano, SP",-50.26300000000001,-20.480999999999998,368,tropical
Bruno Castelo Branco Damiani,2010-10-25,10:04,"Parque Natural Augusto Rushi, São José dos Campos, SP",-45.93899999999999,-23.07,870,tropical
Bruno Castelo Branco Damiani,2011-06-06,11:25,"Parque Natural Augusto Rushi, São José dos Campos, SP",-45.93899999999999,-23.07,600,tropical
Don Jones,1997-09-08,?,"Itatiaia NP, RJ",-44.63,-22.38,?,tropical
Douglas Meyer,2012-06-30,15:13,"Salete, Santa Catarina",-50.0103,-27.0214,600,subtropical
Fernando Fávaro,2008-03-21,13:43,"Igarape Preto, ESEC Terra do Meio, Altamira/PA",-53.4414,-4.9676,154,tropical
GABRIEL LEITE,2010-12-02,09:00,"Novo Progresso, state of Pará.",-55.4834,-7.1501,240,tropical
Gustavo Cabanne,2007-08-25,13:30,"São Roque, São Paulo",-47.13528,-23.52917,900,subtropical
João Gava,2013-06-28,14:30,"Nova Veneza, Santa Catarina",-49.5971,-28.6212,450,subtropical
Leonardo Pimentel,2007-07-03,12:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2009-04-20,09:40,"APA Capivari Monos, São Paulo, SP",-46.650334,-23.955667000000002,780,subtropical
Nargila Moura,2011-01-17,?,"Bacia 81, Santarem, PA",-54.5539,-2.612,?,tropical
Noé Eiterer,2012-10-12,09:00,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Noé Eiterer,2013-11-15,10:00,"Teixeiras, Minas Gerais",-42.8535,-20.6749,700,tropical
Ricardo Gagliardi,2004-09-18,10:45,Taquara City Park - Duque de Caxias - RJ,-43.2167,-22.5667,400,tropical
Rodrigo Dela Rosa,2013-08-04,11:00,"São José dos Campos, São Paulo",-45.9388,-23.0726,700,tropical
Sidnei de Melo Dantas,2005-11-10,11:00,"Tucuruí dam, right margin of the lake, state of Pará",-49.41194,-4.2327,50,tropical
Tim Hirsch,2008-05-01,07:00,"Sítio do Cervo, Miracatú-SP",-47.7,-24.383329999999997,50,subtropical
Fernando Jacobs,2008-07-20,14:50,"07017 Praia do Laranjal - Pelotas, Rio Grande do Sul ",-52.5737,-31.12887000000001,0,subtropical
GABRIEL LEITE,2011-11-02,11:30,"São Luiz do Paraitinga, São Paulo",-45.1566,-23.3309,1000,tropical
Jeremy Minns,2000-10-21,06:26,"Serra da Cantareira, Guarulhos, Sao Paulo state",-46.4834,-23.3667,930,tropical
Noé Eiterer,2013-02-02,16:00,"Santa Teresa, Espirito Santo",-40.5962,-19.934,650,tropical
Noé Eiterer,2013-04-06,09:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Ricardo Gagliardi,2006-11-09,10:00,"Hotel do Ype, Itatiaia National Park",-44.63,-22.38,900,tropical
Antonio Silveira,2004-08-18,15:00,Serra do Mar State Park. Cunha,-45.028,-23.267,1100,tropical
Antonio Silveira,2005-12-14,09:00,Serra do Mar State Park. Cunha,-45.028,-23.267,1100,tropical
Antonio Silveira,2009-12-03,14:00,"Delfim Moreira, MG",-45.3147,-22.5339,1400,tropical
Bradley Davis,2006-05-14,14:15,"Macaé de Cima, Nova Friburgo, RJ",-42.50100000000001,-22.394000000000002,1350,tropical
Don Jones,1997-09-09,?,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,?,tropical
Frank Lambert,1993-04-15,?:?,"Rio de Janeiro, Serra do Orgaos NP",-42.99,-22.44,?,tropical
John van der Woude,2001-10-00,?:?,Serra dos Órgãos National Park - RJ,-43.01,-22.448,?,tropical
Leonardo Pimentel,2006-07-08,11:55,Serra dos Órgãos National Park - RJ,-43.01,-22.448,?,tropical
Leonardo Pimentel,2007-07-03,10:45,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2010-07-27,09:30,"Campos do Jordao State Park, Sao Paulo state",-45.5031,-22.6681,1650,tropical
Nick Athanas,2005-05-23,07:00,"Itatiaia NP, RJ",-44.63,-22.38,1700,tropical
Ricardo Gagliardi,2006-10-06,15:00,Serra dos Órgãos National Park - RJ,-43.01,-22.448,1600,tropical
Ricardo Gagliardi,2007-03-08,07:45,Itatiaia National Park - highlands,-44.6634,-22.3112,1900,tropical
Ricardo Gagliardi,2007-09-08,13:10,Serra dos Órgãos National Park - RJ,-43.01,-22.448,1600,tropical
Rodrigo Dela Rosa de Souza,2012-07-20,09:30,Minas Gerais,-44.7378,-22.3584,2200,tropical
Adrian Eisen Rupp,2007-09-09,?,"Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.1573,-27.1073,750,subtropical
Adrian Eisen Rupp,2007-09-09,?,"Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-49.1573,-27.1073,750,subtropical
Adrian Eisen rupp,2008-10-16,?,"Caratuva, Parque Nacional das Araucárias, Ponte Serrada, Santa Catarina",-51.9912,-26.8359,1000,subtropical
Adrian Eisen Rupp,2010-01-02,7:30,"Morro da Turquia, Pomerode, Santa Catarina",-49.1881,-26.7395,400,subtropical
Bernardo Lacombe,2010-10-22,15:30,Pousada Paraiso -Taquaril - Petrópolis - RJ ,-43.077,-22.3023,1400,tropical
Frank Lambert,2006-08-30,06:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,530,tropical
GABRIEL LEITE,2011-06-22,09:30,"Sao Jose dos Campos, state of Sao Paulo",-46.0328,-23.0401,700,tropical
GABRIEL LEITE,2013-02-17,07:00,"Sao Jose dos Campos, state of Sao Paulo",-46.0328,-23.0401,700,tropical
Glauco Kohler & Nicholas Kaminski,2008-02-13,10:13,"Rio Negrinho, Santa Catarina",-49.51263400000001,-26.27864000000001,792,subtropical
Glauco Kohler & Nicholas Kaminski,2008-02-13,8:25,"Rio Negrinho, Santa Catarina",-49.51263400000001,-26.27864000000001,792,subtropical
Jeremy Minns,1997-05-09,08:15,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,1700,tropical
Jeremy Minns,2002-07-24,08:03,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
Jeremy Minns,2003-02-12,05:45,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
John van der Woude,2001-10-00,?:?,"Itatiaia NP, RJ",-44.63,-22.38,?,tropical
Leonardo Pimentel,2006-08-08,12:04,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Luiz C.Silva,2012-09-01,?,"Parque Estadual Lago Azul,Campo Mourao, Paraná",-52.387,-24.331,630,subtropical
Nick Athanas,2004-05-28,07:30,"Itatiaia NP, RJ",-44.63,-22.38,1150,tropical
Renan Campos de Oliveira,2010-08-19,10:08,"Parque Estadual Mata dos Godoy, Londrina, Parana",-51.2334,-23.4501,600,subtropical
Ricardo Gagliardi,2006-06-10,18:40,"Itatiaia NP, Tres Picos trail, RJ ",-44.6001,-22.4167,1300,tropical
Ricardo Gagliardi,2007-10-28,08:50,Taquaril - Petrópolis - RJ,-43.077,-22.3023,1100,tropical
Rodrigo Dela Rosa,2010-03-19,?,São josé dos Campos/SP,-45.9167,-23.0667,700,tropical
Dan Lane,2013-01-14,15:30,"Serra de Baturité, Ceará",-38.9167,-4.2334,800,tropical
Dan Lane,2013-01-14,15:30,"Serra de Baturité, Ceará",-38.9167,-4.2334,800,tropical
Fernando Fávaro,2011-07-05,07:55,"1Brasília National Park, Brasília/DF.",-48.016999999999996,-15.6626,1084,tropical
Fernando Fávaro,2011-07-05,07:57,"1Brasília National Park, Brasília/DF.",-48.016999999999996,-15.6626,1084,tropical
GABRIEL LEITE,2009-11-06,11:00,Estação de Pesquisa do Canguçu - Pium - Tocantins State,-50.0151,-9.9826,180,tropical
GABRIEL LEITE,2012-11-29,08:00,Pernambuco,-35.8999,-8.6587,460,tropical
Glauco Alves Pereira,2004-07-03,10:00,"Refúgio Ecológico Charles Darwin, Igarassu, Pernambuco",-34.9501,-7.8001,30,tropical
Guilherme R R Brito,2005-06-00,9:05,"Raimundinho Doce, São Joao dos Patos - Maranhao State",-43.5812,-6.6628,?,tropical
Helberth Cardoso,2009-12-19,05:32,"Inhotim, Brumadinho, Minas Gerais State",-44.219091,-20.123894,798,tropical
Marcos Melo,2008-12-20,07:20,"Carrancas, Minas Gerais",-44.6376,-21.4706,?,tropical
Mauricio Cabral Periquito,2003-06-23,8:00,"Refúgio Ecológico Charles Darwin, Igarassu, Pernambuco",-34.9501,-7.8001,30,tropical
Nick Athanas,2006-01-06,12:10,"Serra de Baturité, Ceará",-38.9167,-4.2334,1050,tropical
Rolf A. de By,1998-12-26,09:03,"Parque Nacional da Serra do Cipó, Minas Gerais State",-43.6189,-19.3481,890,tropical
Sidnei de Melo Dantas,2004-05-19,08:00,"Refúgio Ecológico Charles Darwin, Igarassu, Pernambuco",-34.9501,-7.8001,30,tropical
Thieres Pinto,2004-03-12,?,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,760,tropical
Andrew Spencer,2009-09-22,11:20,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2007-10-05,06:50,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,240,tropical
Daniel J. M. Mello,2008-10-15,11:00,Guapimirim,-42.977829,-22.534122,250,tropical
GABRIEL LEITE,2011-10-11,08:30,"Porto Velho, Rondônia",-64.4897,-9.2485,100,tropical
Jeremy Minns,2001-09-24,06:34,Paratí. Patrimônio,-44.7167,-23.3501,50,tropical
Jeremy Minns,2003-11-10,05:00,Paratí. Patrimônio,-44.7167,-23.3501,50,tropical
Jeremy Minns,2004-03-13,06:24,"Reserva Natural da Vale - Linhares, Espirito Santo",-40.0645,-19.1456,40,tropical
Leonardo Pimentel,2006-07-05,9:26,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2010-01-20,06:25,"Presidente Figueiredo, Amazonas",-59.997,-2.028,50,tropical
Nick Athanas,2005-04-08,09:05,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,50,tropical
Ricardo Gagliardi,2005-06-26,09:30,Taquara City Park - Duque de Caxias - RJ,-43.2167,-22.5667,300,tropical
Sidnei de Melo Dantas,2005-05-15,08:00,"Reserva Biológica de Saltinho, Tamandaré, Pernambuco",-35.1667,-8.7167,50,tropical
Sidnei de Melo Dantas,2005-08-28,06:00,"Tucuruí dam, left margin of the lake, state of Pará",-49.6034,-4.3662,70,tropical
Thiago Orsi Laranjeiras,2013-05-07,06:30,"Rio Teuini, Serginal Tupy, Pauini, Amazonas",-67.3469,-7.9644,100,tropical
Vitor de Q. Piacentini,2005-09-10,?,"Reserva Natural Salto Morato, Guaraqueçaba, Paraná",-48.2981,-25.182,0,subtropical
Advaldo D. Prado,2007-12-12,09:10,"Lagoa da Confusão, Tocantins State",-49.0648,-8.1195,200,tropical
Alexander Lees,2010-10-08,07:50,"Paragominas, PA, Brazil, Bacia 245",-46.8456,-3.1253,?,tropical
Eric DeFonso,2011-12-08,11:31,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
GABRIEL LEITE,2009-12-16,09:00,"Palmas, Tocantins",-48.251999999999995,-10.2095,500,tropical
GABRIEL LEITE,2012-04-10,08:30,"Parauapebas, Para",-50.3394,-6.0859,650,tropical
Jeremy Minns,1998-01-11,08:52,Ubatuba. Fazenda Cambucá,-45.01,-23.4001,30,tropical
Jeremy Minns,2002-01-26,12:16,Rio Araguaia. Caseara,-49.9334,-9.2667,170,tropical
Joao Menezes,2008-12-17,07:11,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Luiz C.  Silva,2013-07-16,17:30,"Campo Mourao, Paraná",-52.3828,-24.0458,600,subtropical
Nargila Moura,2011-01-17,?,"Bacia 69, Santarem, PA",-54.6528,-2.5601,?,tropical
Noé Eiterer,2011-08-11,09:30,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Noé Eiterer,2011-08-11,09:30,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Noé Eiterer,2011-08-11,09:30,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Nuno Medeiros,2008-01-19,7:55,"Paiva Lake, Mariana MG",-43.3959,-20.3231,730,tropical
Ricardo Gagliardi,2010-08-23,16:40,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,50,tropical
Robson Silva e Silva,2013-09-13,06:30,"Tanquã, Rio Piracicaba, Piracicaba, São Paulo",-47.9831,-22.6771,460,tropical
Tulio Dornas,0000-00-00,8:00h,"rio Ponte Alta, Chapada dos Guimarães municipality, Mato Grosso",-55.405,-15.357999999999999,480,tropical
Tulio Dornas,2009-11-11,8:00h,"rio Ponte Alta, Chapada do Guimarães municipality, Mato Grosso, MT",-55.4051,-15.3578,480,tropical
Bob Planqué,2005-12-09,7:25,"Carlos Botelho State Park, Sao Paulo state",-47.9185,-24.1937,70,subtropical
Bradley Davis,2008-04-06,09:30,"Carlos Botelho State Park, Sao Paulo state",-47.9185,-24.1937,250,subtropical
Bradley Davis,2008-04-06,09:30,"Carlos Botelho State Park, Sao Paulo state",-47.9185,-24.1937,250,subtropical
Eduardo Patrial,2007-09-00,am,"Reserva Volta Velha, Itapoá, SC",-48.6334,-26.0834,12,subtropical
Eduardo Patrial,2008-12-26,08:50,"Reserva Volta Velha, Itapoá, SC",-48.6334,-26.0834,10,subtropical
Evair Legal,2010-03-31,?,"Reserva Biológica Estadual da Canela Preta, Botuverá Santa Catarina",-49.141999999999996,-27.27,600,subtropical
Filipe T. and J. Silvério Lemos,2008-06-15,07:30,"Duas Bocas, Cariacica, ES",-40.46667,-20.28333,150,tropical
Frank Lambert,1997-12-12,?:?,"Santa Catarina, Salto do Pirai, near Joinville",-48.83,-26.3,160,subtropical
GABRIEL LEITE,2012-01-06,09:30,"Folha Seca, Ubatuba, São Paulo, Brazil",-45.167,-23.462,120,subtropical
Guilherme R R Brito,2005-11-00,13:10,"Condomínio Morada da Praia, Praia de Boracéia, Bertioga, São Paulo ",-45.8764,-23.7134,8,subtropical
Jeremy Minns,1997-05-02,07:00,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Jeremy Minns,1997-06-22,07:29,Ubatuba. Sertão das Cotias,-45.2167,-23.5001,100,subtropical
Jeremy Minns,2000-08-14,08:08,"Caraguatatuba, São Paulo state. 'Hípica as Gaivotas'",-45.3167,-23.5667,10,subtropical
Jeremy Minns,2002-09-11,14:08,Serra dos Órgãos National Park. Guapimirim,-43.0005,-22.495,300,tropical
João Gava,2012-11-10,10:30,"Nova Veneza, Santa Catarina, Brazil",-49.49800000000001,-28.638,150,subtropical
Noé Eiterer,2013-06-01,10:30,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Ricardo Gagliardi,2006-05-27,12:30,ReBio Tinguá - Petrópolis - RJ,-43.186569,-22.506531,1000,tropical
Rolf A. de By,1998-12-15,17:02,"Serra do Prata, Sambaqui Rd, S of Morretes, e Paraná",-48.7534,-25.7062,15,subtropical
Sidnei S. dos Santos,2008-05-05,6:42,"RPPN Serra Bonita, Camacan, Bahia.",-39.5709,-15.3851,?,tropical
Adrian Eisen Rupp,2010-10-31,05:21,Pousada Vila da Glória,-48.69600000000001,-26.243000000000002,20,subtropical
Adrian Eisen Rupp,2011-10-06,22:30,"Vale do Selke, Pomerode, Santa Catarina",-49.148999999999994,-26.79,40,subtropical
Antonio Silveira,2007-11-30,21:00,"Fazenda Angelim, Ubatuba SP",-45.065,-23.393,30,tropical
Ciro Albano,2010-02-08,01:35,"RPPN Serra Bonita, Camacan, BA",-39.5709,-15.3851,700,tropical
Daniel Lane,2011-02-13,05:30,"Parque Estadual Intervales, SP",-48.4181,-24.2759,850,subtropical
Daniel Lane,2011-02-13,05:45,"Parque Estadual Intervales, SP",-48.4181,-24.2759,850,subtropical
GABRIEL LEITE,2011-06-22,20:00,"Sao Jose dos Campos, state of Sao Paulo",-46.0328,-23.0401,700,tropical
Glauco Kohler,2011-10-02,10:25,"RPPN Chácara Edith, Brusque, Santa Catarina",-48.8887,-27.1017,40,subtropical
Glauco Kohler,2011-12-10,20:35,"RPPN Chácara Edith, Brusque, Santa Catarina",-48.8887,-27.1017,30,subtropical
Glauco Kohler,2011-12-10,20:45,"RPPN Chácara Edith, Brusque, Santa Catarina",-48.8887,-27.1017,30,subtropical
Glauco Kohler,2012-01-27,20:40,"RPPN Chácara Edith, Brusque, Santa Catarina",-48.8887,-27.1017,30,subtropical
Guilherme Willrich,2011-10-29,20:00,"Joinville, Santa Catarina",-48.8434,-26.3961,10,subtropical
